iteration,0,1,2,3,4
1,11.5723,1.7598,2.339,1.704,1.5129
1,1.5565,1.7115,2.464,1.6413,1.4806
2,1.61,1.7016,2.4528000000000003,1.6340999999999999,1.47
3,2.4801,4.3416999999999994,2.7371,4.8123,3.9041
4,2.2006,1.9243999999999999,1.9625,1.9758,2.6037
1,2.1021,1.7955,2.4171,1.7702,1.5867
1,2.096,1.6974,2.221,1.6288,1.3803999999999998
