symbol,0,1,2,3,4
15,0.03496851176665561,0.05234979179060084,0.21041347626339957,0.014185403220086545,0.050309510410804725
15,0.0392774279085184,0.0409280190362879,0.21163859111791727,0.0041137669338250915,0.008216094541361851
15,0.03944315545243615,0.047531231409875085,0.19954058192955593,0.011135541527767967,0.0
15,0.061319191249585625,0.04770969660916119,0.20413476263399688,0.019363075395418095,0.006978052898142961
15,0.04839244282399746,0.044318857822724544,0.1940275650842267,0.026172068941059612,0.01260551491277434
15,0.0674511103745441,0.05437239738251037,0.22649310872894346,0.029292857649478643,0.01812042768711314
15,0.06645674511103761,0.0549077929803688,0.21653905053598765,0.03681112135612452,0.022960045019696118
15,0.06264501160092806,0.03242117787031529,0.203062787136294,0.010922760479466609,0.009679234665166014
15,0.1085515412661584,0.045627602617489604,0.22986217457886693,0.028441733456273544,0.01260551491277434
15,0.06314219423268153,0.04741225461035098,0.20275650842266457,0.02383147740974534,0.009341586944288105
0,0.8659264169705008,0.9937537180249849,0.8064318529862171,0.11575289027590607,0.6997186268992686
0,0.7568776930725887,1.0,0.8667687595712099,0.0736931697283495,1.0000000000000002
0,0.9771295989393436,0.9584770969660914,0.8842266462480857,0.09071565359245337,0.8216094541361849
0,0.956247928405701,0.9095776323616893,0.6848392036753443,0.07348038868004825,0.8194710185706249
0,0.9053695724229365,0.8550267697798928,0.7275650842266463,0.10078728987871477,0.7884074282498594
0,0.8657606894265824,0.878346222486615,0.7407350689127106,0.10412085963543516,0.738660664040518
0,0.8559827643354327,0.8538370017846519,0.7803981623277183,0.1180225547911199,0.8693303320202592
0,0.9259197878687435,0.8549672813801308,0.7909647779479325,0.1184481168877225,0.7675858187957234
0,0.9597282068279749,0.8440809042236763,0.7735068912710568,0.11362507979289316,0.6537985368598764
0,0.9207822340072922,0.8648423557406304,0.745635528330781,0.13171146889850338,0.6343275182892516
1,0.8766987073251573,0.7486020226055918,0.24946401225114845,0.10589403503794592,0.5106359032076535
1,0.9620483924428238,0.7471743010113028,0.2954058192955591,0.11603659834030777,0.578277996623523
1,0.9110043089161417,0.7831647828673407,0.2920367534456356,0.11149726930988013,0.6135059088351156
1,1.0,0.8033313503866746,0.3085758039816233,0.11809348180722035,0.5756893640967926
1,0.9690089492873715,0.7683521713265913,0.20842266462480863,0.11249024753528614,0.42757456387169396
