symbol,0,1,2,3,4
baseline,1.451,1.1812,2.1024,1.3768,0.7172
baseline,1.4562,1.1428,2.104,1.3484,0.6424
baseline,1.4564,1.165,2.0882,1.3682,0.6278
baseline,1.4828,1.1656,2.0942,1.3914,0.6402
baseline,1.4672,1.1542,2.081,1.4106,0.6502
baseline,1.4902,1.188,2.1234,1.4194,0.66
baseline,1.489,1.1898,2.1104,1.4406,0.6686
baseline,1.4844,1.1142,2.0928,1.3676,0.645
baseline,1.5398,1.1586,2.1278,1.417,0.6502
baseline,1.485,1.1646,2.0924,1.404,0.6444
1,2.4538,4.3462,2.8808,1.6632,1.8712
1,2.3222,4.3672,2.9596,1.5446,2.4048
1,2.588,4.2276,2.9824,1.5926,2.0878
1,2.5628,4.0632,2.722,1.544,2.084
1,2.5014,3.8798,2.7778,1.621,2.0288
1,2.4536,3.9582,2.795,1.6304,1.9404
1,2.4418,3.8758,2.8468,1.6696,2.1726
1,2.5262,3.8796,2.8606,1.6708,1.9918
1,2.567,3.843,2.8378,1.6572,1.7896
1,2.52,3.9128,2.8014,1.7082,1.755
2,2.4668,3.522,2.1534,1.6354,1.5352
2,2.5698,3.5172,2.2134,1.664,1.6554
2,2.5082,3.6382,2.209,1.6512,1.718
2,2.6156,3.706,2.2306,1.6698,1.6508
2,2.5782,3.5884,2.0998,1.654,1.3876
2,2.5934,3.5898,2.2266,1.704,1.7184
2,2.5604,3.5766,2.2158,1.6824,1.8092
2,2.5498,3.466,2.2564,1.5596,1.361
2,2.557,3.469,2.24,1.5826,1.3182
2,2.6066,3.4856,2.2402,1.5928,1.349
3,2.2296,3.1844,2.1458,1.6078,0.879
3,2.0592,3.3538,2.0942,1.5696,0.9052
3,1.9756,3.2612,2.0718,1.6184,0.8986
3,1.9656,3.3144,2.0904,1.6226,0.8984
3,2.0874,3.3738,2.0822,1.6422,0.9084
3,2.0026,3.8686,2.179,1.6144,0.905
3,1.9914,3.858,2.1774,1.618,0.904
3,1.9834,3.7612,2.1438,1.637,0.8876
3,1.8522,3.8754,2.1096,1.3368,0.8892
3,1.8884,3.9334,2.1772,1.4134,0.8932
4,1.7476,1.37,2.3398,1.5432,1.8632
4,1.7588,1.3584,2.3076,1.5668,1.764
4,1.6168,1.397,2.2124,1.4738,1.6296
4,1.5624,1.425,2.1312,1.5032,1.5828
4,1.5872,1.399,2.1974,1.5192,1.4404
4,1.6416,1.4318,2.1766,1.5584,1.3722
4,1.6388,1.3674,2.1918,1.5092,1.4898
4,1.6092,1.3982,2.3166,1.5058,1.8756
4,1.5806,1.3514,2.277,1.4768,1.4178
4,1.5988,1.3708,2.3346,1.5044,1.4904
A,1.893,3.9056,2.5572,3.893,0.9042
A,1.8212,3.9496,2.6044,3.8726,0.8846
A,1.9068,3.7442,2.5576,3.8034,0.8626
A,1.946,3.7536,2.6292,3.8566,0.87
A,1.962,3.7296,2.5868,3.7872,0.8398
A,1.9588,3.767,2.59,3.8108,0.8438
A,1.9566,3.7262,2.5648,3.8682,0.8134
A,1.9628,3.7152,2.638,3.8926,0.8258
A,2.0494,3.7204,2.6244,3.8222,0.8412
A,2.024,3.7764,2.6472,3.8262,0.86
F,1.5038,1.0844,2.017,1.9828,1.6534
F,1.533,1.0898,2.0336,2.087,1.5998
F,1.5438,1.0996,2.075,2.4074,1.6222
F,1.5586,1.1098,2.1004,2.4292,1.6376
F,1.5706,1.1064,2.1138,2.445,1.6294
F,1.5652,1.1044,2.1444,2.1486,1.414
F,1.5074,1.0918,2.153,2.34,1.64
F,1.6066,1.1206,2.186,2.3414,1.47
F,1.5606,1.1666,2.2128,2.4844,1.5548
F,1.5534,1.1606,2.2194,2.3082,1.4364
I,1.549,3.7,2.571,3.9292,1.7436
I,1.5782,3.2688,2.5636,3.969,1.8066
I,1.5638,3.2814,2.5866,3.9948,1.7792
I,1.5752,3.2818,2.6436,3.9686,1.8722
I,1.5718,3.4966,2.8718,4.1196,2.034
I,1.55,3.3774,2.7966,4.1458,1.8964
I,1.5964,3.3854,2.8946,4.0938,1.8966
I,1.6388,3.6172,2.8886,4.0704,1.716
I,1.6542,3.6848,2.964,4.0572,1.7076
I,1.5972,3.6422,2.8052,4.089,1.8078
L,2.3434,4.1984,2.894,1.5286,0.8478
L,2.385,4.1166,2.8954,1.5806,0.8628
L,2.3986,4.0496,2.8988,1.6382,0.9136
L,2.374,4.0732,2.8966,1.614,0.8608
L,2.2284,4.0094,2.9584,1.62,0.8588
L,2.2884,4.0632,2.923,1.6362,0.8866
L,2.3086,4.13,2.9594,1.6468,0.8924
L,2.1666,4.0914,2.9082,1.6528,0.8828
L,2.1186,4.1802,2.9012,1.6112,0.8836
L,2.0444,3.8636,2.9214,1.5544,0.8826
S,2.276,4.004,2.8058,4.1566,1.7414
S,2.2264,4.043,2.9872,4.1062,1.5614
S,2.2876,4.1104,2.9126,3.9902,1.5544
S,2.3286,4.0532,3.0444,4.023,1.423
S,2.1818,3.9696,3.0232,4.022,1.378
S,2.2828,4.0394,3.108,4.0274,1.3706
S,2.2588,3.9914,3.0708,4.0052,1.3956
S,2.2926,4.0158,3.1336,3.9808,1.3828
S,2.2934,3.9926,2.9996,3.959,1.3958
S,2.1824,3.9832,3.015,4.0584,1.382
W,2.1956,1.3682,2.2566,1.569,1.3662
W,2.3268,1.3638,2.3186,1.5946,1.4664
W,2.1364,1.3702,2.2796,1.591,1.1544
W,2.0058,1.326,2.2838,1.6264,1.1324
W,1.8514,1.3156,2.1972,1.6104,1.1162
W,1.8442,1.3052,2.2234,1.648,1.1112
W,1.8178,1.2986,2.164,1.6384,1.1862
W,1.9578,1.3012,2.2286,1.6748,1.174
W,1.9788,1.3248,2.2966,1.696,1.2348
W,1.9248,1.3404,2.2904,1.697,1.231
Y,1.719,2.6568,2.4592,3.3812,0.9268
Y,1.725,2.857,2.5814,3.6552,0.9084
Y,1.6748,2.8934,2.4768,3.5506,0.8668
Y,1.6834,3.0846,2.582,3.714,0.8688
Y,1.6954,3.0932,2.6044,3.7766,0.8606
